,language_id,id,cladesOrder,clade_id,iso_code,first_node_depth,proximate_node_depth,proximate_node_posterior_probability,ascii_name,utf8_name,description,earliestTimeDepthBound,latestTimeDepthBound,progress,author,foss_stat,glottocode,level0,level1,level2,level3,low_stat,representative,reviewer,rfcWebPath1,rfcWebPath2,soundcompcode,variety,sortRankInClade,sndCompLevel0,sndCompLevel1,sndCompLevel2,sndCompLevel3,entryTimeframe,originalAsciiName,historical,notInExport,distribution,logNormalMean,logNormalOffset,logNormalStDev,normalMean,normalStDev,uniformLower,uniformUpper,latitude,longitude,exampleLanguage,fragmentary,nativeScriptIsRtl,loc_justification
24,22,52141,3,1,eng,4889,1250,1,English,English,,NA,NA,5,Martin Findell and Paul Heggarty,FALSE,stan1293,8,2,2,NA,FALSE,FALSE,NA,http://www.oed.com/view/Entry/,NA,NA,"British English, with lexeme determinations based on majority usage in England.  Phonemic and phonetic transcriptions correspond to standard present-day pronunciations in south-east England. ",15,1,1,0,0,NA,English,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,51.75,-1.26,FALSE,FALSE,FALSE,"Set on Oxford, popularly considered a prestige location of the perceived standard variety of English in (southern) England, and where lexical usage corresponds to the lexeme determinations in the IE-CoR data for English.  "
26,22,52143,1,2,eng,4889,1250,1,English,English,,NA,NA,5,Martin Findell and Paul Heggarty,FALSE,stan1293,8,2,2,NA,FALSE,FALSE,NA,http://www.oed.com/view/Entry/,NA,NA,"British English, with lexeme determinations based on majority usage in England.  Phonemic and phonetic transcriptions correspond to standard present-day pronunciations in south-east England. ",15,1,1,0,0,NA,English,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,51.75,-1.26,FALSE,FALSE,FALSE,"Set on Oxford, popularly considered a prestige location of the perceived standard variety of English in (southern) England, and where lexical usage corresponds to the lexeme determinations in the IE-CoR data for English.  "
25,22,52142,2,37,eng,4889,1250,1,English,English,,NA,NA,5,Martin Findell and Paul Heggarty,FALSE,stan1293,8,2,2,NA,FALSE,FALSE,NA,http://www.oed.com/view/Entry/,NA,NA,"British English, with lexeme determinations based on majority usage in England.  Phonemic and phonetic transcriptions correspond to standard present-day pronunciations in south-east England. ",15,1,1,0,0,NA,English,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,51.75,-1.26,FALSE,FALSE,FALSE,"Set on Oxford, popularly considered a prestige location of the perceived standard variety of English in (southern) England, and where lexical usage corresponds to the lexeme determinations in the IE-CoR data for English.  "
27,23,51962,3,1,fao,4889,1100,1,Faroese,Faroese,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,faro1244,8,2,1,0,FALSE,FALSE,NA,http://sleipnir.fo/obg/fob/fob.php?button_leita=&action=1&pageno=0&leitord=,NA,NA,,25,1,2,0,0,NA,Faroese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,62.012,-6.768,FALSE,FALSE,FALSE,"Set on Tórshavn, capital of the Faroe Islands, and a roughly central location among the islands and their corresponding dialects."
29,23,51964,1,3,fao,4889,1100,1,Faroese,Faroese,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,faro1244,8,2,1,0,FALSE,FALSE,NA,http://sleipnir.fo/obg/fob/fob.php?button_leita=&action=1&pageno=0&leitord=,NA,NA,,25,1,2,0,0,NA,Faroese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,62.012,-6.768,FALSE,FALSE,FALSE,"Set on Tórshavn, capital of the Faroe Islands, and a roughly central location among the islands and their corresponding dialects."
28,23,51963,2,37,fao,4889,1100,1,Faroese,Faroese,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,faro1244,8,2,1,0,FALSE,FALSE,NA,http://sleipnir.fo/obg/fob/fob.php?button_leita=&action=1&pageno=0&leitord=,NA,NA,,25,1,2,0,0,NA,Faroese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,62.012,-6.768,FALSE,FALSE,FALSE,"Set on Tórshavn, capital of the Faroe Islands, and a roughly central location among the islands and their corresponding dialects."
30,24,52011,3,1,vls,4889,400,0.76,Flemish,Flemish,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,vlaa1240,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,37,1,1,0,0,NA,Flemish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,51.101,4.176,FALSE,FALSE,FALSE,"Set at the approximate mid-point of the Flemish-speaking regions of Belgium, on the border between the two more central dialects, East Flanders and (South) Brabant."
32,24,52013,1,2,vls,4889,400,0.76,Flemish,Flemish,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,vlaa1240,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,37,1,1,0,0,NA,Flemish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,51.101,4.176,FALSE,FALSE,FALSE,"Set at the approximate mid-point of the Flemish-speaking regions of Belgium, on the border between the two more central dialects, East Flanders and (South) Brabant."
31,24,52012,2,37,vls,4889,400,0.76,Flemish,Flemish,,NA,NA,5,Tonya Kim Dewey-Findell,FALSE,vlaa1240,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,37,1,1,0,0,NA,Flemish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,51.101,4.176,FALSE,FALSE,FALSE,"Set at the approximate mid-point of the Flemish-speaking regions of Belgium, on the border between the two more central dialects, East Flanders and (South) Brabant."
273,220,52079,3,5,frp,5564,300,0.99,FrancoProvencal,Franco-Provençal,"Franco-Provençal (‘Arpitan’) refers to the Alpine varieties of Romance spoken in parts of Switzerland (Suisse Romande), Italy (Val d’Aosta) and France (Savoy).  Not to be confused with Provençal, spoken in the Provence region of south-eastern France.  ",NA,NA,5,Jérémie Delorme,FALSE,fran1269,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,70,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.92,7.05,FALSE,FALSE,FALSE,"Set at the meeting point of the borders of Switzerland (Suisse Romande), Italy (Val d'Aosta) and France (Savoy), the regions of all three countries where Franco-Provençal is spoken. "
275,220,52081,1,34,frp,5564,300,0.99,FrancoProvencal,Franco-Provençal,"Franco-Provençal (‘Arpitan’) refers to the Alpine varieties of Romance spoken in parts of Switzerland (Suisse Romande), Italy (Val d’Aosta) and France (Savoy).  Not to be confused with Provençal, spoken in the Provence region of south-eastern France.  ",NA,NA,5,Jérémie Delorme,FALSE,fran1269,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,70,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.92,7.05,FALSE,FALSE,FALSE,"Set at the meeting point of the borders of Switzerland (Suisse Romande), Italy (Val d'Aosta) and France (Savoy), the regions of all three countries where Franco-Provençal is spoken. "
274,220,52080,2,51,frp,5564,300,0.99,FrancoProvencal,Franco-Provençal,"Franco-Provençal (‘Arpitan’) refers to the Alpine varieties of Romance spoken in parts of Switzerland (Suisse Romande), Italy (Val d’Aosta) and France (Savoy).  Not to be confused with Provençal, spoken in the Provence region of south-eastern France.  ",NA,NA,5,Jérémie Delorme,FALSE,fran1269,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,70,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.92,7.05,FALSE,FALSE,FALSE,"Set at the meeting point of the borders of Switzerland (Suisse Romande), Italy (Val d'Aosta) and France (Savoy), the regions of all three countries where Franco-Provençal is spoken. "
33,25,52070,3,5,fra,5564,300,0.99,French,French,,NA,NA,5,Paul Heggarty,FALSE,stan1290,9,1,1,0,FALSE,FALSE,NA,http://www.cnrtl.fr/etymologie/,NA,NA,"Standard, with lexical usage of north-central France.",63,2,2,0,0,NA,French,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,47.24,0.69,TRUE,FALSE,FALSE,"Set in Tours, traditionally and still widely considered among French-speakers as a region whose (pronunciation) is close(st) to the perceived 'standard' language.  More relevant for IE-CoR is its location within north-central France, where lexical usage generally corresponds most closely to the entries in this IE-CoR data for French."
35,25,52072,1,34,fra,5564,300,0.99,French,French,,NA,NA,5,Paul Heggarty,FALSE,stan1290,9,1,1,0,FALSE,FALSE,NA,http://www.cnrtl.fr/etymologie/,NA,NA,"Standard, with lexical usage of north-central France.",63,2,2,0,0,NA,French,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,47.24,0.69,TRUE,FALSE,FALSE,"Set in Tours, traditionally and still widely considered among French-speakers as a region whose (pronunciation) is close(st) to the perceived 'standard' language.  More relevant for IE-CoR is its location within north-central France, where lexical usage generally corresponds most closely to the entries in this IE-CoR data for French."
34,25,52071,2,51,fra,5564,300,0.99,French,French,,NA,NA,5,Paul Heggarty,FALSE,stan1290,9,1,1,0,FALSE,FALSE,NA,http://www.cnrtl.fr/etymologie/,NA,NA,"Standard, with lexical usage of north-central France.",63,2,2,0,0,NA,French,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,47.24,0.69,TRUE,FALSE,FALSE,"Set in Tours, traditionally and still widely considered among French-speakers as a region whose (pronunciation) is close(st) to the perceived 'standard' language.  More relevant for IE-CoR is its location within north-central France, where lexical usage generally corresponds most closely to the entries in this IE-CoR data for French."
36,26,52002,3,1,frs,4889,500,1,Frisian,Frisian,,NA,NA,5,Arjen Versloot,FALSE,west2354,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,"West Frisian, ‘common dialect’.",25,1,1,0,0,NA,Frisian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,53.13,5.78,FALSE,FALSE,FALSE,"Set roughly at the transition between the main surviving dialects, Klaaifrysk and Wâldfrysk."
38,26,52004,1,2,frs,4889,500,1,Frisian,Frisian,,NA,NA,5,Arjen Versloot,FALSE,west2354,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,"West Frisian, ‘common dialect’.",25,1,1,0,0,NA,Frisian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,53.13,5.78,FALSE,FALSE,FALSE,"Set roughly at the transition between the main surviving dialects, Klaaifrysk and Wâldfrysk."
37,26,52003,2,37,frs,4889,500,1,Frisian,Frisian,,NA,NA,5,Arjen Versloot,FALSE,west2354,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,"West Frisian, ‘common dialect’.",25,1,1,0,0,NA,Frisian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,53.13,5.78,FALSE,FALSE,FALSE,"Set roughly at the transition between the main surviving dialects, Klaaifrysk and Wâldfrysk."
161,122,52049,3,5,fur,5564,800,0.57,Friulian,Friulian,,NA,NA,5,Giorgio Cadorini,FALSE,friu1240,9,1,1,0,FALSE,FALSE,NA,http://claap.org/definizion/?diz=fur-it&leme=,NA,NA,,41,2,3,0,0,NA,Friulian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.06,13.23,FALSE,FALSE,FALSE,"Set in Udine, cultural and political centre of the Friulian language"
163,122,52051,1,34,fur,5564,800,0.57,Friulian,Friulian,,NA,NA,5,Giorgio Cadorini,FALSE,friu1240,9,1,1,0,FALSE,FALSE,NA,http://claap.org/definizion/?diz=fur-it&leme=,NA,NA,,41,2,3,0,0,NA,Friulian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.06,13.23,FALSE,FALSE,FALSE,"Set in Udine, cultural and political centre of the Friulian language"
162,122,52050,2,51,fur,5564,800,0.57,Friulian,Friulian,,NA,NA,5,Giorgio Cadorini,FALSE,friu1240,9,1,1,0,FALSE,FALSE,NA,http://claap.org/definizion/?diz=fur-it&leme=,NA,NA,,41,2,3,0,0,NA,Friulian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.06,13.23,FALSE,FALSE,FALSE,"Set in Udine, cultural and political centre of the Friulian language"
49,38,52139,3,15,gle,4889,1000,1,GaelicIrish,Gaelic: Irish,Modern standard as interpreted by a Galway speaker,NA,NA,5,Cormac Anderson,FALSE,iris1253,10,3,0,0,FALSE,FALSE,NA,http://www.teanglann.ie/ga/fgb/,NA,NA,Modern standard,40,4,1,0,0,NA,Irish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,53.21,-8.5,FALSE,FALSE,FALSE,Set at south Galway provenance of primary coder
50,38,52140,2,16,gle,4889,1000,1,GaelicIrish,Gaelic: Irish,Modern standard as interpreted by a Galway speaker,NA,NA,5,Cormac Anderson,FALSE,iris1253,10,3,0,0,FALSE,FALSE,NA,http://www.teanglann.ie/ga/fgb/,NA,NA,Modern standard,40,4,1,0,0,NA,Irish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,53.21,-8.5,FALSE,FALSE,FALSE,Set at south Galway provenance of primary coder
195,147,52137,3,15,glv,4889,600,1,GaelicManx,Gaelic: Manx,,NA,NA,5,Christopher Lewin,FALSE,manx1243,10,3,0,0,FALSE,FALSE,NA,,NA,NA,,30,4,1,0,0,NA,Manx,TRUE,FALSE,N,NA,NA,NA,200,30,NA,NA,54.26,-4.63,FALSE,FALSE,FALSE,"Set at Tynwald Hill, traditional meeting place of the Manx parliamentary assembly"
196,147,52138,2,16,glv,4889,600,1,GaelicManx,Gaelic: Manx,,NA,NA,5,Christopher Lewin,FALSE,manx1243,10,3,0,0,FALSE,FALSE,NA,,NA,NA,,30,4,1,0,0,NA,Manx,TRUE,FALSE,N,NA,NA,NA,200,30,NA,NA,54.26,-4.63,FALSE,FALSE,FALSE,"Set at Tynwald Hill, traditional meeting place of the Manx parliamentary assembly"
152,115,52135,3,15,gla,4889,600,1,GaelicScottish,Gaelic: Scottish,,NA,NA,5,Peadar O'Muircheartaigh,FALSE,scot1245,10,3,0,0,FALSE,FALSE,NA,,NA,NA,South Uist,20,4,1,0,0,NA,Scottish_Gaelic,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,57.27,-7.32,FALSE,FALSE,FALSE,"Set at the geographical midpoint of the island of South Uist, the variety targeted here. "
153,115,52136,2,16,gla,4889,600,1,GaelicScottish,Gaelic: Scottish,,NA,NA,5,Peadar O'Muircheartaigh,FALSE,scot1245,10,3,0,0,FALSE,FALSE,NA,,NA,NA,South Uist,20,4,1,0,0,NA,Scottish_Gaelic,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,57.27,-7.32,FALSE,FALSE,FALSE,"Set at the geographical midpoint of the island of South Uist, the variety targeted here. "
185,140,52104,3,15,xtg,4889,2800,0.79,Gaulish,Gaulish,"Lexeme determinations are difficult because much of our knowledge of the Gaulish lexicon is through analysis of proper names, including personal names, theonyms, and toponyms. Lexeme determinations have been made in cases where it seems clear that a form did indeed have the relevant meaning synchronically in Gaulish, including cases where this is an inference from proper names. For extensive discussion of the difficulties in determining lexeme meanings in Gaulish, see the introduction to Delamarre's Gaulish lexicon. ",2300,1800,5,Britta Irslinger,FALSE,tran1282,10,1,0,0,FALSE,FALSE,NA,,NA,NA,,20,4,3,0,0,NA,Gaulish,TRUE,FALSE,N,NA,NA,NA,2050,125,NA,NA,45.7,3.1,FALSE,FALSE,FALSE,"Gergovia, stronghold of the Arverni"
186,140,52105,2,39,xtg,4889,2800,0.79,Gaulish,Gaulish,"Lexeme determinations are difficult because much of our knowledge of the Gaulish lexicon is through analysis of proper names, including personal names, theonyms, and toponyms. Lexeme determinations have been made in cases where it seems clear that a form did indeed have the relevant meaning synchronically in Gaulish, including cases where this is an inference from proper names. For extensive discussion of the difficulties in determining lexeme meanings in Gaulish, see the introduction to Delamarre's Gaulish lexicon. ",2300,1800,5,Britta Irslinger,FALSE,tran1282,10,1,0,0,FALSE,FALSE,NA,,NA,NA,,20,4,3,0,0,NA,Gaulish,TRUE,FALSE,N,NA,NA,NA,2050,125,NA,NA,45.7,3.1,FALSE,FALSE,FALSE,"Gergovia, stronghold of the Arverni"
377,288,51772,2,24,gwt,5520,1950,0.98,Gawarbati,Gawarbati,"This is not a true dialect division, more a recent divergence effect from the international border (Pakistan/Afghanistan) cutting through the region where the language is spoken.",NA,NA,5,Henrik Liljegren,FALSE,gawa1247,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Pakistani Gawarbati,84,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.311,71.55,FALSE,FALSE,FALSE,"Set on Arandu (Chitral district), the main Gawarbati town on the Pakistani side of the border and home of the main language consultant for these IE-CoR data."
376,288,51771,3,33,gwt,6981,1950,0.98,Gawarbati,Gawarbati,"This is not a true dialect division, more a recent divergence effect from the international border (Pakistan/Afghanistan) cutting through the region where the language is spoken.",NA,NA,5,Henrik Liljegren,FALSE,gawa1247,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Pakistani Gawarbati,84,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.311,71.55,FALSE,FALSE,FALSE,"Set on Arandu (Chitral district), the main Gawarbati town on the Pakistani side of the border and home of the main language consultant for these IE-CoR data."
382,290,51770,2,24,gwc,5520,1200,1,Gawri,Gawri,The best described variety and the ’standard for ongoing orthography development. ,NA,NA,3,Muhammad Zaman Sagar and Henrik Liljegren,FALSE,kala1373,6,1,0,0,FALSE,FALSE,NA,,NA,NA,"Kalam Kohistani, representing one of two main varieties (of Swat and Dir, respectively)",82,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.478,72.589,FALSE,FALSE,FALSE,"Set on Kalam (Swat district), the main Gawri town and home of the main language consultant for these IE-CoR data."
381,290,51769,3,33,gwc,6981,1200,1,Gawri,Gawri,The best described variety and the ’standard for ongoing orthography development. ,NA,NA,3,Muhammad Zaman Sagar and Henrik Liljegren,FALSE,kala1373,6,1,0,0,FALSE,FALSE,NA,,NA,NA,"Kalam Kohistani, representing one of two main varieties (of Swat and Dir, respectively)",82,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.478,72.589,FALSE,FALSE,FALSE,"Set on Kalam (Swat district), the main Gawri town and home of the main language consultant for these IE-CoR data."
39,27,52026,3,1,deu,4889,200,1,German,German,"‘Hochdeutsch’ standard German, particularly as spoken in (north-central) Germany.",NA,NA,5,Cassandra Freiberg,FALSE,stan1295,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,"‘Hochdeutsch’ standard, in (north-central) Germany.",57,1,1,0,0,NA,German,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,52.37,9.72,FALSE,FALSE,FALSE,"Set on Hannover.  Although without particular linguistic merit, Hannover is at least widely considered among German-speakers as a region whose (pronunciation) is close(st) to the perceived ‘standard’ language.  More relevant for IE-CoR is simply that Hannover is in a fairly central location within northern Germany, where lexical usage generally corresponds most closely to the lexeme determinations in the IE-CoR data for German."
41,27,52028,1,2,deu,4889,200,1,German,German,"‘Hochdeutsch’ standard German, particularly as spoken in (north-central) Germany.",NA,NA,5,Cassandra Freiberg,FALSE,stan1295,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,"‘Hochdeutsch’ standard, in (north-central) Germany.",57,1,1,0,0,NA,German,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,52.37,9.72,FALSE,FALSE,FALSE,"Set on Hannover.  Although without particular linguistic merit, Hannover is at least widely considered among German-speakers as a region whose (pronunciation) is close(st) to the perceived ‘standard’ language.  More relevant for IE-CoR is simply that Hannover is in a fairly central location within northern Germany, where lexical usage generally corresponds most closely to the lexeme determinations in the IE-CoR data for German."
40,27,52027,2,37,deu,4889,200,1,German,German,"‘Hochdeutsch’ standard German, particularly as spoken in (north-central) Germany.",NA,NA,5,Cassandra Freiberg,FALSE,stan1295,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,"‘Hochdeutsch’ standard, in (north-central) Germany.",57,1,1,0,0,NA,German,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,52.37,9.72,FALSE,FALSE,FALSE,"Set on Hannover.  Although without particular linguistic merit, Hannover is at least widely considered among German-speakers as a region whose (pronunciation) is close(st) to the perceived ‘standard’ language.  More relevant for IE-CoR is simply that Hannover is in a fairly central location within northern Germany, where lexical usage generally corresponds most closely to the lexeme determinations in the IE-CoR data for German."
338,263,52029,3,1,gsw,4889,200,1,GermanBernese,German: Bernese,,NA,NA,5,Manuel Widmer,FALSE,swis1247,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,59,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.95,7.42,FALSE,FALSE,FALSE,Set on Bern.
340,263,52031,1,2,gsw,4889,200,1,GermanBernese,German: Bernese,,NA,NA,5,Manuel Widmer,FALSE,swis1247,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,59,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.95,7.42,FALSE,FALSE,FALSE,Set on Bern.
339,263,52030,2,37,gsw,4889,200,1,GermanBernese,German: Bernese,,NA,NA,5,Manuel Widmer,FALSE,swis1247,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,59,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.95,7.42,FALSE,FALSE,FALSE,Set on Bern.
412,303,51949,3,1,got,4889,2400,1,Gothic,Gothic,,NA,NA,5,Matthew Boutilier,FALSE,goth1244,8,1,0,0,FALSE,FALSE,NA,,NA,NA,The text of the Gothic Bible as translated by Wulfila.,0,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,1630,10,NA,NA,43.22,25.61,FALSE,FALSE,FALSE,"Nicopolis ad Istrum. Although original to northern Europe, by the date at which Gothic language was first written down, in the form of Wulfila's translation of the Bible into Gothic, Wulfila and his Gothic-speaking followers were settled in the Roman province of Moesia, around Nicopolis ad Istrum (near Veliko Tarnovo in north-central Bulgaria) "
413,303,51950,2,36,got,4889,2400,1,Gothic,Gothic,,NA,NA,5,Matthew Boutilier,FALSE,goth1244,8,1,0,0,FALSE,FALSE,NA,,NA,NA,The text of the Gothic Bible as translated by Wulfila.,0,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,1630,10,NA,NA,43.22,25.61,FALSE,FALSE,FALSE,"Nicopolis ad Istrum. Although original to northern Europe, by the date at which Gothic language was first written down, in the form of Wulfila's translation of the Bible into Gothic, Wulfila and his Gothic-speaking followers were settled in the Roman province of Moesia, around Nicopolis ad Istrum (near Veliko Tarnovo in north-central Bulgaria) "
138,107,51951,3,1,got,4889,2400,1,GothicLegacy,Gothic_Legacy,,NA,NA,5,Tonya Dewey,FALSE,goth1244,8,1,0,0,FALSE,FALSE,NA,http://www.wulfila.be/lib/streitberg/1910/html/B,NA,NA,,10,1,3,0,0,NA,Gothic,TRUE,TRUE,N,NA,NA,NA,1630,10,NA,NA,44.1,21.7,FALSE,FALSE,FALSE,
139,107,51952,2,36,got,4889,2400,1,GothicLegacy,Gothic_Legacy,,NA,NA,5,Tonya Dewey,FALSE,goth1244,8,1,0,0,FALSE,FALSE,NA,http://www.wulfila.be/lib/streitberg/1910/html/B,NA,NA,,10,1,3,0,0,NA,Gothic,TRUE,TRUE,N,NA,NA,NA,1630,10,NA,NA,44.1,21.7,FALSE,FALSE,FALSE,
42,32,51723,3,21,ell,5310,550,0.7,Greek,Greek: Modern Std,"Contemporary Standard Modern Greek.  Transliterations follow ISO 843 TL. For phonological interpretation cf. Holton, Mackridge, and Philippaki-Warburton (2012)",NA,NA,5,Matthew Scarborough,FALSE,mode1248,3,2,0,0,FALSE,FALSE,NA,http://www.greek-language.gr/greekLang/modern_greek/tools/lexica/triantafyllides/search.html?lq=,NA,NA,,40,5,0,0,0,NA,Greek,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,37.98,23.73,FALSE,FALSE,FALSE,"Athens, the capital city of the present day Hellenic Republic."
43,32,51724,2,42,ell,5310,550,0.7,Greek,Greek: Modern Std,"Contemporary Standard Modern Greek.  Transliterations follow ISO 843 TL. For phonological interpretation cf. Holton, Mackridge, and Philippaki-Warburton (2012)",NA,NA,5,Matthew Scarborough,FALSE,mode1248,3,2,0,0,FALSE,FALSE,NA,http://www.greek-language.gr/greekLang/modern_greek/tools/lexica/triantafyllides/search.html?lq=,NA,NA,,40,5,0,0,0,NA,Greek,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,37.98,23.73,FALSE,FALSE,FALSE,"Athens, the capital city of the present day Hellenic Republic."
255,210,51725,3,21,cpg,5310,900,0.27,GreekCappodocian,Greek: Cappadocian,,NA,NA,5,Nikos Liosis,FALSE,capp1239,3,2,0,0,FALSE,FALSE,NA,,NA,NA,,42,0,0,0,0,NA,Greek_Cappodocian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,38.73,35.45,FALSE,FALSE,FALSE,Area roughly corresponding to location of villages where present day Cappadocian Greek dialects are spoken.
256,210,51726,2,42,cpg,5310,900,0.27,GreekCappodocian,Greek: Cappadocian,,NA,NA,5,Nikos Liosis,FALSE,capp1239,3,2,0,0,FALSE,FALSE,NA,,NA,NA,,42,0,0,0,0,NA,Greek_Cappodocian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,38.73,35.45,FALSE,FALSE,FALSE,Area roughly corresponding to location of villages where present day Cappadocian Greek dialects are spoken.
237,195,51729,3,21,ell,5310,550,0.7,GreekCypriot,Greek: Cypriot,,NA,NA,5,Charalambos Christodoulou,FALSE,cypr1249,3,2,0,0,FALSE,FALSE,NA,,NA,NA,,49,0,0,0,0,NA,Greek_Cypriot,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35,33,FALSE,FALSE,FALSE,Approximate centre of the Greek Cypriot administered region of Cyprus.
